522556019125272640, 1.000000000000004e-15
606407845603855500, 4.939621743878346e-16
680822831275139200, 2.8213076759394823e-16
764369608582368800, 1.545927736419485e-16
872477105404752100, 8.296958520834916e-17
995874627808970600, 4.7388796097176706e-17
1214452715837940000, 2.3898925662310526e-17
1530802666516376800, 1.2563166024741215e-17
2027691101786374700, 7.32596542821526e-18
2917366712793567000, 4.738879609717671e-18
4267382578583722000, 3.2622220097116865e-18
6139751698149403000, 2.2456979955397717e-18
9282907470468334000, 1.4831025143361029e-18
13804983968696060000, 1.0209606623060476e-18
20193261213030674000, 7.028244264308367e-19
29537723429620507000, 4.73887960971767e-19
42497780371655490000, 3.1952475057592264e-19
62163692617450030000, 2.0668802496290906e-19
90930035546378270000, 1.3650078065460194e-19
135225702398105880000, 9.794696670695386e-20
201099564947760800000, 7.47952251562186e-20
299063227663038300000, 5.953533130814395e-20
444748919091235200000, 4.838209664925938e-20
639888240849209300000, 4.098383671757253e-20
999999999999991900000, 3.2622220097116866e-20
