776396.6128059069, 4.245286227393852e+28
1587511.3751879816, 4.478811562345967e+28
1645312.9143432996, 2.766052794917901e+28
3246011.542017462, 2.918208237644074e+28
3364199.3334103394, 3.426760253433152e+28
7129295.15454867, 3.2480888972387123e+28
7388873.913772815, 8.515939318253802e+28
10565616.975540657, 8.515939318253802e+28
10565616.975540657, 3.2480888972387123e+28
28759502.031882893, 2.3555537752607176e+28
97019230.46303944, 1.708276393808698e+28
327291170.3827629, 1.802245515249993e+28
1065317575.4241049, 1.9013837040719834e+28
3005365191.771805, 1.3070104796093633e+28
7893181526.94834, 8.984385372349018e+27
23918479732.92666, 4.985106244585496e+27
67476373325.40938, 2.766052794917901e+27
123933856538.21944, 1.6192068244593655e+27
